Address,Status geocode,Formatted address,Latitude,Longitude,Type,Location Type,Country,Region,Crop,Nitrogen - High,Nitrogen - Medium,Nitrogen - Low,Phosphorous - High,Phosphorous - Medium,Phosphorous - Low,Potassium - High,Potassium - Medium,Potassium - Low,pH - Acidic,pH - Neutral,pH - Alkaline, 
"Khammam, Telangana",Ok,"Khammam, Telangana, India",17.2472528,80.1514447,"locality, political",APPROXIMATE,India,Telangana,"Cotton, Chillies, Paddy, Maize",9.33%,42.72%,47.95%,66.04%,30.22%,3.73%,30.41%,62.50%,7.09%,0%,88.06%,11.94%,
"Komaram Bheem Asifabad, Telangana",Ok,"Kumuram Bheem Asifabad, Telangana, India",19.3576167,79.4703885,"administrative_area_level_3, political",APPROXIMATE,India,Telangana,"Cotton, Paddy, Maize, Soybean",11.50%,10.62%,77.88%,72.86%,19.17%,7.96%,57.82%,35.40%,6.78%,0%,100%,0%,
"Mahabubabad, Telangana",Ok,"Mahabubabad, Telangana 506101, India",17.5980196,79.9916831,"locality, political",APPROXIMATE,India,Telangana,"Paddy, Cotton, Maize, Pulses",0%,45.03%,54.97%,89.49%,10.51%,0%,21.79%,76.07%,2.14%,0%,100%,0%,
"Mahabubnagar, Telangana",Ok,"Mahbubnagar, Telangana 509001, India",16.7488379,78.0035172,"locality, political",APPROXIMATE,India,Telangana,"Groundnut, Paddy, Cotton, Pulses",0%,69.05%,30.95%,78.57%,21.43%,0%,51.24%,39.62%,9.13%,0%,100%,0%,
"Mancherial, Telangana",Ok,"Mancherial, Telangana, India",18.8713826,79.4443099,"locality, political",APPROXIMATE,India,Telangana,"Cotton, Paddy, Maize, Red Gram",0%,0.46%,99.54%,87.84%,6.84%,5.32%,67.90%,29.99%,2.11%,4.24%,95.60%,0.15%,
"Medak, Telangana",Ok,"Medak, Telangana 502110, India",18.0462192,78.2631756,"locality, political",APPROXIMATE,India,Telangana,"Paddy, Maize, Groundnut, Sugarcane",0%,0.51%,99.49%,97.97%,1.27%,0.76%,91.90%,5.32%,2.78%,0.25%,78.48%,21.27%,
"Medchal–Malkajgiri, Telangana","2 found, use single geocode.","Medchal-Malkajgiri, Telangana, India",17.5698414,78.52065,"administrative_area_level_3, political",APPROXIMATE,India,Telangana,"Vegetables, Greens (urban/peri-urban)",0.40%,9.93%,89.66%,98.73%,1.27%,0%,44.74%,47.95%,7.31%,1.88%,94.70%,3.42%,
"Mulugu, Telangana","3 found, use single geocode.","Mulugu, Telangana 506343, India",18.1916156,79.9441298,"locality, political",APPROXIMATE,India,Telangana,"Paddy, Cotton, Pulses, Maize",0%,9.39%,90.61%,97.24%,2.21%,0.55%,39.78%,54.70%,5.52%,0%,98.33%,1.67%,
"Nagarkurnool, Telangana",Ok,"Nagarkurnool, Telangana, India",16.4854864,78.3172586,"locality, political",APPROXIMATE,India,Telangana,"Groundnut, Paddy, Pulses, Millets",0.13%,28.16%,71.70%,90.44%,9.15%,0.40%,24.87%,41.35%,33.78%,0%,93.00%,7.00%,
"Nalgonda, Telangana",Ok,"Nalgonda, Telangana, India",17.0577054,79.2683623,"locality, political",APPROXIMATE,India,Telangana,"Paddy, Cotton, Red Gram, Chillies",0.11%,1.48%,98.42%,72.65%,17.00%,10.35%,72.23%,20.49%,7.29%,0.32%,94.72%,4.96%,
"Narayanpet, Telangana",Ok,"Narayanpet, Telangana 509210, India",16.7440522,77.4954416,"locality, political",APPROXIMATE,India,Telangana,"Cotton, Groundnut, Jowar, Paddy",6.67%,27.50%,65.83%,70.83%,25.83%,3.33%,22.50%,73.33%,4.17%,39.26%,54.44%,6.30%,
"Nirmal, Telangana",Ok,"Nirmal, Telangana, India",19.0964117,78.342975,"locality, political",APPROXIMATE,India,Telangana,"Cotton, Soybean, Maize, Turmeric",5.51%,18.06%,76.43%,97.92%,1.70%,0.38%,43.69%,38.98%,17.33%,0%,100%,0%,
"Nizamabad, Telangana",Ok,"Nizamabad, Telangana, India",18.6725047,78.0940867,"locality, political",APPROXIMATE,India,Telangana,"Paddy, Maize, Turmeric, Sugarcane",0.36%,0%,99.64%,82.86%,15.36%,1.79%,72.14%,27.14%,0.71%,10.71%,89.29%,0%,
"Peddapalli, Telangana",Ok,"Peddapalli, Telangana, India",18.6151461,79.3826826,"locality, political",APPROXIMATE,India,Telangana,"Cotton, Paddy, Maize, Pulses",0%,0%,100%,100%,0%,0%,16.13%,67.74%,16.13%,0%,100%,0%,
"Rangareddy, Telangana",Ok,"Rangareddy, Telangana, India",17.1999602,78.5505481,"administrative_area_level_3, political",APPROXIMATE,India,Telangana,"Vegetables, Paddy, Pulses, Millets",0.10%,0.44%,99.47%,61.90%,11.34%,26.76%,71.10%,26.23%,2.67%,1.63%,97.78%,0.59%,
"Sangareddy, Telangana",Ok,"Sangareddy, Telangana, India",17.6075232,78.0798191,"locality, political",APPROXIMATE,India,Telangana,"Maize, Cotton, Paddy, Pulses",0.24%,1.37%,98.39%,77.92%,13.01%,9.08%,76.44%,21.62%,1.94%,4.18%,95.68%,0.13%,
"Siddipet, Telangana","2 found, use single geocode.","Siddipet, Telangana, India",18.1017996,78.8519601,"locality, political",APPROXIMATE,India,Telangana,"Paddy, Cotton, Maize, Vegetables",0.08%,42.72%,57.20%,91.45%,8.11%,0.44%,13.44%,44.11%,42.45%,0%,97.73%,2.27%,
"Suryapet, Telangana",Ok,"Suryapet, Telangana, India",17.1350091,79.6287915,"locality, political",APPROXIMATE,India,Telangana,"Cotton, Chillies, Paddy, Maize",0.30%,2.69%,97.01%,77.31%,21.49%,1.19%,49.25%,45.67%,5.07%,0.30%,98.51%,1.19%,
"Vikarabad, Telangana",Ok,"Vikarabad, Telangana 501102, India",17.3364555,77.9048268,"locality, political",APPROXIMATE,India,Telangana,"Cotton, Paddy, Pulses, Maize",0%,0%,100%,90.79%,9.21%,0%,43.42%,56.58%,0%,0%,100%,0%,
"Wanaparthy, Telangana",Ok,"Wanaparthy, Telangana 509103, India",16.3623208,78.0621475,"locality, political",APPROXIMATE,India,Telangana,"Paddy, Cotton, Groundnut, Millets",3.34%,16.43%,80.23%,87.41%,12.20%,0.39%,55.91%,32.78%,11.32%,0.54%,99.46%,0%,
"Warangal, Telangana",Ok,"Warangal, Telangana, India",17.9692624,79.5926304,"locality, political",APPROXIMATE,India,Telangana,"Paddy, Cotton, Chillies, Maize",0%,23.72%,76.28%,96.11%,3.72%,0.17%,4.53%,27.28%,68.19%,0%,80.72%,19.28%,
"Yadadri Bhuvanagiri, Telangana",Ok,"Yadadri Bhuvanagiri, Telangana, India",17.4532756,78.9288242,"administrative_area_level_3, political",APPROXIMATE,India,Telangana,"Paddy, Cotton, Vegetables, Red Gram",0%,23.72%,76.28%,96.11%,3.72%,0.17%,4.53%,27.28%,68.19%,0%,80.72%,19.28%,
"Dhalai, Tripura",Ok,"Dhalai, Tripura, India",23.8466982,91.9099238,"administrative_area_level_3, political",APPROXIMATE,India,Tripura,"Paddy, Pineapple, Ginger, Bamboo",0.02%,20.91%,79.07%,72.70%,27.04%,0.26%,0.06%,92.11%,7.83%,99.00%,0.92%,0.08%,
"Gomati, Tripura",Ok,"Gomati, Tripura, India",23.5166711,91.637215,"administrative_area_level_3, political",APPROXIMATE,India,Tripura,"Paddy, Ginger, Vegetables, Pineapple",0%,42.63%,57.37%,1.81%,97.54%,0.66%,0.06%,96.82%,3.12%,94.06%,5.94%,0%,
"Khowai, Tripura","2 found, use single geocode.","Khowai, Tripura, India",24.0688744,91.6037913,"locality, political",APPROXIMATE,India,Tripura,"Paddy, Pineapple, Vegetables, Turmeric",0.12%,44.88%,55%,19.17%,80.60%,0.24%,0.12%,96.67%,3.21%,57.93%,42.07%,0%,
"North Tripura, Tripura",Ok,"North Tripura, Tripura, India",24.0797139,92.2630393,"administrative_area_level_3, political",APPROXIMATE,India,Tripura,"Paddy, Pineapple, Ginger, Jackfruit",0.08%,86.36%,13.56%,1.42%,98.50%,0.08%,0.05%,96.33%,3.62%,88.32%,11.36%,0.32%,
"Sepahijala, Tripura",Ok,"Sepahijala, Tripura, India",23.6148176,91.3276422,"administrative_area_level_3, political",APPROXIMATE,India,Tripura,"Paddy, Vegetables, Pineapple, Banana",0.09%,39.76%,60.15%,23.44%,75.16%,1.40%,0%,92.90%,7.10%,55.61%,44.39%,0%,
"South Tripura, Tripura",Ok,"South Tripura, Tripura, India",23.2317493,91.5596117,"administrative_area_level_3, political",APPROXIMATE,India,Tripura,"Paddy, Ginger, Pineapple, Vegetables",0.22%,71.05%,28.73%,36.84%,61.62%,1.54%,0%,94.30%,5.70%,53.63%,46.37%,0%,
"Unakoti, Tripura",Ok,"Unakoti, Tripura, India",24.1780881,92.027319,"administrative_area_level_3, political",APPROXIMATE,India,Tripura,"Rice, Pineapple, Orange, Jackfruit, Ginger, Turmeric",0%,99.20%,0.80%,1.87%,98.13%,0%,0%,98.40%,1.60%,86.13%,13.87%,0%,
"West Tripura, Tripura",Ok,"West Tripura, Tripura, India",23.899682,91.4048249,"administrative_area_level_3, political",APPROXIMATE,India,Tripura,"Paddy, Jackfruit, Pineapple, Coconut, Banana, Ginger",0.07%,58.01%,41.92%,19.28%,78.99%,1.72%,0%,95.40%,4.60%,57.51%,42.49%,0%,
"Agra, Uttar Pradesh",Ok,"Agra, Uttar Pradesh, India",27.1766701,78.0080745,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Wheat, Mustard, Potato, Guava, Millet",0.08%,0.07%,99.85%,16.31%,76.82%,6.87%,46.12%,53.47%,0.41%,0.03%,99.77%,0.20%,
"Aligarh, Uttar Pradesh",Ok,"Aligarh, Uttar Pradesh, India",27.8973944,78.0880129,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Wheat, Bajra, Mustard, Sugarcane, Potato",0.01%,19.17%,80.83%,0.21%,31.87%,67.93%,1.73%,12.80%,85.48%,0.02%,63.15%,36.83%,
"Ambedkar Nagar, Uttar Pradesh",Ok,"Ambedkar Nagar, Uttar Pradesh, India",26.3745075,82.6915429,"administrative_area_level_3, political",APPROXIMATE,India,Uttar Pradesh,"Rice, Wheat, Gram, Mustard",0.27%,0.02%,99.71%,5.01%,51.92%,43.06%,0.40%,91.46%,8.14%,0.37%,93.47%,6.16%,
"Amethi, Uttar Pradesh",Ok,"Amethi, Uttar Pradesh 227405, India",26.1540538,81.814238,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Wheat, Rice, Arhar (Pigeon pea), Mustard",0.53%,1.56%,97.91%,6.62%,53.87%,39.51%,1.87%,77.16%,20.97%,1.89%,92.87%,5.24%,
"Amroha, Uttar Pradesh",Ok,"Amroha, Uttar Pradesh 244221, India",28.9051778,78.467318,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Sugarcane, Mango, Rice, Wheat",0.22%,0%,99.78%,12.33%,66.86%,20.81%,0.13%,95.80%,4.07%,0.12%,99.78%,0.10%,
"Auraiya, Uttar Pradesh",Ok,"Auraiya, Uttar Pradesh 206122, India",26.4605377,79.5112528,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Wheat, Rice, Potato, Mustard, Arhar",0.61%,0.07%,99.31%,25.82%,73.67%,0.51%,0.81%,98.37%,0.81%,0.01%,99.84%,0.14%,
"Ayodhya, Uttar Pradesh",Ok,"Ayodhya, Uttar Pradesh, India",26.7921605,82.1997954,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Mustard, Pulses",0.05%,0.93%,99.03%,1.51%,49.94%,48.55%,0.50%,77.64%,21.86%,0.09%,99.82%,0.09%,
"Azamgarh, Uttar Pradesh",Ok,"Azamgarh, Uttar Pradesh, India",26.0739138,83.1859495,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Rice, Wheat, Maize, Mustard, Vegetables",0.03%,0.01%,99.96%,28.86%,48.99%,22.14%,1.36%,95.91%,2.72%,0.05%,98.44%,1.51%,
"Baghpat, Uttar Pradesh",Ok,"Baghpat, Uttar Pradesh 250609, India",28.9427827,77.227607,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Sugarcane, Wheat, Mustard, Potato",0.07%,5.09%,94.84%,17.67%,46.66%,35.67%,0.30%,94.61%,5.09%,0.02%,99.87%,0.12%,
"Bahraich, Uttar Pradesh",Ok,"Bahraich, Uttar Pradesh, India",27.5705152,81.5976672,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Sugarcane, Pulses, Mustard",0.01%,0%,99.99%,0.09%,92.14%,7.77%,0.04%,92.32%,7.64%,0.02%,99.84%,0.14%,
"Ballia, Uttar Pradesh","3 found, use single geocode.","Ballia, Uttar Pradesh, India",25.8307174,84.1857115,"administrative_area_level_3, political",APPROXIMATE,India,Uttar Pradesh,"Rice, Wheat, Sugarcane, Mustard, Maize",0.21%,6.16%,93.63%,47.43%,43.66%,8.91%,0.14%,93.09%,6.77%,0.08%,99.81%,0.11%,
"Balrampur, Uttar Pradesh","2 found, use single geocode.","Balrampur, Uttar Pradesh 271201, India",27.4307473,82.1805203,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Sugarcane, Mustard",0.16%,0.08%,99.77%,16.87%,60.18%,22.95%,0.30%,77.84%,21.86%,0.15%,99.62%,0.24%,
"Banda, Uttar Pradesh",Ok,"Banda, Uttar Pradesh 210001, India",25.4762689,80.3395498,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Groundnut, Wheat, Gram, Mustard, Bajra",0.16%,0%,99.84%,44.64%,49.72%,5.64%,0.41%,96.27%,3.31%,0.05%,99.87%,0.08%,
"Barabanki, Uttar Pradesh",Ok,"Barabanki, Uttar Pradesh, India",26.9268042,81.1833809,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Potato, Mentha (Mint), Sugarcane",0.11%,0.37%,99.51%,13.02%,58.91%,28.06%,2.24%,84.02%,13.74%,0.10%,99.22%,0.68%,
"Bareilly, Uttar Pradesh",Ok,"Bareilly, Uttar Pradesh, India",28.3670355,79.4304381,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Wheat, Rice, Sugarcane, Mustard, Mango",0.23%,0.06%,99.71%,1.74%,54.01%,44.25%,0.30%,91.25%,8.45%,0.05%,99.85%,0.10%,
"Basti, Uttar Pradesh","2 found, use single geocode.","Basti, Uttar Pradesh, India",26.8139844,82.7629893,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Sugarcane, Mustard",0.05%,0.03%,99.92%,27.97%,71.56%,0.46%,0.35%,80.95%,18.70%,0%,99.63%,0.37%,
"Bhadohi, Uttar Pradesh",Ok,"Bhadohi Nagar Palika, Uttar Pradesh, India",25.3804531,82.5676981,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Pulses, Mustard",0%,0%,100%,0.13%,48.72%,51.15%,16.67%,83.33%,0%,0%,100%,0%,
"Bijnor, Uttar Pradesh",Ok,"Bijnor, Uttar Pradesh 246701, India",29.3731673,78.1350904,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Sugarcane, Wheat, Rice, Mustard, Mango",0.25%,0.03%,99.73%,12.11%,56.16%,31.73%,1.97%,93.63%,4.40%,0.10%,99.82%,0.08%,
"Budaun, Uttar Pradesh",Ok,"Budaun, Uttar Pradesh 243601, India",28.0311101,79.1271229,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Wheat, Bajra, Mustard, Maize",0.02%,0%,99.98%,0.03%,73.32%,26.65%,0.12%,73.95%,25.93%,0%,99.96%,0.04%,
"Bulandshahr, Uttar Pradesh",Ok,"Bulandshahr, Uttar Pradesh 203001, India",28.406963,77.8498292,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Sugarcane, Wheat, Potato, Rice",0%,7.04%,92.96%,29%,51.61%,19.39%,0.29%,98.98%,0.74%,0.01%,99.93%,0.07%,
"Chandauli, Uttar Pradesh",Ok,"Chandauli, Uttar Pradesh 232104, India",25.2604696,83.264538,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Mustard, Lentil",0.13%,0.03%,99.83%,0.27%,24.68%,75.06%,0.80%,92.60%,6.60%,0.09%,99.82%,0.09%,
"Chitrakoot, Uttar Pradesh",Ok,"Chitrakoot, Madhya Pradesh, India",25.1788154,80.8654534,"locality, political",APPROXIMATE,India,Madhya Pradesh,"Bajra, Wheat, Groundnut, Gram, Mustard",0.08%,0%,99.92%,9.78%,59.16%,31.06%,42.82%,55.28%,1.90%,0.08%,99.58%,0.34%,
"Deoria, Uttar Pradesh",Ok,"Deoria, Uttar Pradesh, India",26.5024286,83.7791283,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Mustard, Sugarcane",0.27%,0.04%,99.69%,2.74%,69.28%,27.97%,0.39%,92.76%,6.85%,0.24%,99.36%,0.39%,
"Etah, Uttar Pradesh",Ok,"Etah, Uttar Pradesh, India",27.5625106,78.6654148,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Bajra, Wheat, Mustard, Sugarcane",0%,7.49%,92.51%,7.51%,86.33%,6.16%,12.93%,79.60%,7.48%,0%,99.97%,0.03%,
"Etawah, Uttar Pradesh",Ok,"Etawah, Uttar Pradesh, India",26.7829103,79.027659,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Wheat, Gram, Mustard, Arhar, Bajra",0.85%,36.85%,62.30%,33.85%,56.48%,9.68%,6.38%,93.37%,0.25%,0%,99.90%,0.10%,
"Farrukhabad, Uttar Pradesh",Ok,"Farrukhabad, Uttar Pradesh, India",27.3825853,79.5840195,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Potato, Wheat, Mustard, Sugarcane",0.04%,0%,99.96%,2.27%,77.06%,20.67%,6.02%,91.60%,2.38%,0.16%,99.76%,0.09%,
"Fatehpur, Uttar Pradesh",Ok,"Fatehpur, Uttar Pradesh, India",25.9209503,80.7996035,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Rice, Wheat, Gram, Mustard",0%,0%,100%,43.02%,56.98%,0.01%,0.28%,99.68%,0.03%,0.01%,99.91%,0.08%,
"Firozabad, Uttar Pradesh",Ok,"Firozabad, Uttar Pradesh, India",27.1591961,78.3957331,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Wheat, Potato, Mustard, Bajra, Sugarcane",0.21%,0.02%,99.77%,29.30%,57.47%,13.23%,25.19%,60.44%,14.37%,0.50%,98.92%,0.58%,
"Gautam Buddha Nagar, Uttar Pradesh",Ok,"Sector 17A, Gautam Buddha Nagar, Uttar Pradesh 203201, India",28.358983,77.550762,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Wheat, Sugarcane, Paddy, Vegetables",0.07%,16.87%,83.07%,11.84%,51.22%,36.95%,6.50%,91.53%,1.97%,0.17%,99.60%,0.23%,
"Ghaziabad, Uttar Pradesh",Ok,"Ghaziabad, Uttar Pradesh, India",28.6691565,77.4537578,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Sugarcane, Wheat, Mustard, Potato",0.05%,31.95%,68%,9.88%,59.55%,30.58%,1.40%,93.03%,5.58%,0%,100%,0%,
"Ghazipur, Uttar Pradesh",Ok,"Ghazipur, Uttar Pradesh 233001, India",25.5877901,83.5783078,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Rice, Wheat, Mustard, Lentil, Sugarcane",0.06%,0.01%,99.94%,5.39%,52.70%,41.91%,14.16%,65.82%,20.03%,0.03%,99.09%,0.88%,
"Gonda, Uttar Pradesh",Ok,"Gonda, Uttar Pradesh, India",27.1339874,81.9618979,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Sugarcane, Mustard, Lentils",0.02%,0%,99.98%,5.34%,74.85%,19.81%,0.05%,69.68%,30.27%,0.02%,99.96%,0.03%,
"Gorakhpur, Uttar Pradesh",Ok,"Gorakhpur, Uttar Pradesh, India",26.7605545,83.3731675,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Sugarcane, Mustard",0.28%,0.06%,99.67%,1.05%,59.84%,39.11%,0.69%,83.38%,15.93%,0.05%,99.77%,0.18%,
"Hamirpur, Uttar Pradesh","2 found, use single geocode.","Hamirpur, Uttar Pradesh 210301, India",25.9548043,80.1526271,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Gram, Wheat, Groundnut, Mustard, Bajra",0.03%,0%,99.97%,24.66%,66.40%,8.94%,0.91%,95.30%,3.79%,0%,99.86%,0.14%,
"Hapur, Uttar Pradesh",Ok,"Hapur, Uttar Pradesh, India",28.7305798,77.7758825,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Sugarcane, Wheat, Paddy, Vegetables",0%,16.76%,83.24%,14.34%,68.53%,17.13%,8.09%,86.76%,5.14%,0.07%,99.43%,0.50%,
"Hardoi, Uttar Pradesh",Ok,"Hardoi, Uttar Pradesh 241001, India",27.3965071,80.1250479,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Wheat, Paddy, Mustard, Sugarcane",0.04%,0.01%,99.95%,69.12%,30.85%,0.03%,0.04%,96.45%,3.51%,0%,100%,0%,
"Hathras, Uttar Pradesh",Ok,"Hathras, Uttar Pradesh 204101, India",27.5980718,78.0492265,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Potato, Wheat, Mustard, Bajra",0.07%,0.09%,99.84%,0.29%,96.04%,3.67%,10.43%,89.14%,0.43%,0.01%,99.76%,0.23%,
"Jalaun, Uttar Pradesh",Ok,"Jalaun, Uttar Pradesh 285123, India",26.1458649,79.3296565,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Gram, Wheat, Mustard, Groundnut, Bajra",0.04%,0.16%,99.80%,0.17%,99.32%,0.51%,99.34%,0.04%,0.61%,0%,100%,0%,
"Jaunpur, Uttar Pradesh",Ok,"Jaunpur, Uttar Pradesh, India",25.7464145,82.6837033,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Rice, Wheat, Mustard, Sugarcane",0.24%,0.04%,99.72%,9.41%,51.44%,39.15%,1.39%,93.18%,5.44%,0.01%,98.74%,1.25%,
"Jhansi, Uttar Pradesh",Ok,"Jhansi, Uttar Pradesh, India",25.4487699,78.5697526,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Wheat, Gram, Mustard, Bajra, Groundnut",0.03%,0.16%,99.81%,3.03%,48.59%,48.38%,62.13%,37.53%,0.35%,0%,99.97%,0.03%,
"Kannauj, Uttar Pradesh",Ok,"Kannauj, Uttar Pradesh, India",27.0514156,79.9136731,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Potato, Wheat, Mustard, Rice, Mentha (mint)",0.03%,0%,99.98%,6.16%,86.76%,7.08%,0.05%,94.18%,5.78%,0.05%,99.69%,0.26%,
"Kanpur Dehat, Uttar Pradesh",Ok,"Kanpur Dehat, Uttar Pradesh, India",26.526707,79.8296743,"administrative_area_level_3, political",APPROXIMATE,India,Uttar Pradesh,"Wheat, Potato, Mustard, Sugarcane",0.08%,0.03%,99.89%,2.79%,78.78%,18.43%,2.66%,93.66%,3.68%,0.01%,99.86%,0.13%,
"Kanpur Nagar, Uttar Pradesh",Ok,"Kanpur Nagar, Uttar Pradesh, India",26.4148245,80.2321313,"administrative_area_level_3, political",APPROXIMATE,India,Uttar Pradesh,"Rice, Wheat, Mustard, Vegetables",0.05%,0%,99.95%,1.79%,89.32%,8.89%,2.45%,94.47%,3.08%,0.02%,99.94%,0.04%,
"Kasganj, Uttar Pradesh",Ok,"Kasganj, Uttar Pradesh 207123, India",27.808529,78.6461098,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Wheat, Mustard, Bajra, Potato",0.16%,3.00%,96.84%,0.66%,86.35%,12.99%,0.33%,98.07%,1.60%,0.13%,99.11%,0.75%,
"Kaushambi, Uttar Pradesh",Ok,"Kaushambi, Uttar Pradesh 212214, India",25.361054,81.4031707,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Gram, Mustard",0%,0.01%,99.99%,0.10%,95.96%,3.94%,55.78%,44.13%,0.10%,0%,100%,0%,
"Kushinagar, Uttar Pradesh",Ok,"Kushinagar, Uttar Pradesh, India",26.7398787,83.8869698,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Sugarcane, Mustard",0.31%,0.08%,99.61%,22.92%,49.74%,27.34%,0.37%,87.19%,12.44%,0.06%,98.47%,1.47%,
"Lakhimpur Kheri, Uttar Pradesh","2 found, use single geocode.","Lakhimpur, Uttar Pradesh, India",27.9462395,80.7787163,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Sugarcane, Paddy, Wheat, Mustard",0.03%,10.15%,89.82%,11.78%,44.82%,43.40%,65.70%,34.02%,0.28%,0%,99.78%,0.22%,
"Lalitpur, Uttar Pradesh",Ok,"Lalitpur, Uttar Pradesh 284403, India",24.6911707,78.4138183,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Wheat, Gram, Mustard, Bajra, Groundnut",0.03%,8.80%,91.18%,8.14%,60.95%,30.91%,59.04%,34.49%,6.48%,0.01%,99.90%,0.09%,
"Lucknow, Uttar Pradesh",Ok,"Lucknow, Uttar Pradesh, India",26.8466937,80.946166,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Wheat, Mustard, Rice, Vegetables",0.26%,0.04%,99.70%,0.76%,51.15%,48.09%,0.81%,85.96%,13.23%,0.15%,99.71%,0.14%,
"Maharajganj, Uttar Pradesh",Ok,"Maharajganj, Uttar Pradesh 273303, India",27.1446035,83.5621737,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Paddy, Wheat, Sugarcane, Mustard",0%,0%,100%,32.58%,63%,4.43%,26.15%,63.10%,10.75%,0%,100%,0%,
"Mahoba, Uttar Pradesh",Ok,"Mahoba, Uttar Pradesh 210427, India",25.2945119,79.8858951,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Groundnut, Wheat, Gram, Bajra",0.23%,0.09%,99.68%,41.53%,45.05%,13.41%,54.30%,35.19%,10.51%,0.18%,97.91%,1.91%,
"Mainpuri, Uttar Pradesh",Ok,"Mainpuri, Uttar Pradesh 205001, India",27.2281937,79.0251659,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Wheat, Mustard, Potato, Bajra",0.09%,0.04%,99.87%,45.11%,39.25%,15.64%,9.58%,83.43%,6.98%,0.14%,80.26%,19.60%,
"Mathura, Uttar Pradesh",Ok,"Mathura, Uttar Pradesh, India",27.4924134,77.673673,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Wheat, Bajra, Mustard, Potato, Sugarcane",0.09%,0.06%,99.86%,28.52%,67.34%,4.13%,0.10%,99.14%,0.76%,0.13%,99.62%,0.25%,
"Mau, Uttar Pradesh",Ok,"Mau, Uttar Pradesh 275101, India",25.9462838,83.5610119,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Rice, Wheat, Mustard, Sugarcane",0.01%,20.32%,79.67%,0.47%,79.39%,20.15%,5.86%,91.81%,2.32%,0.01%,99.90%,0.09%,
"Meerut, Uttar Pradesh",Ok,"Meerut, Uttar Pradesh, India",28.9844618,77.7064137,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Sugarcane, Wheat, Mustard, Potato",0.01%,0%,99.99%,3.42%,66.14%,30.44%,22.41%,77.55%,0.04%,0.03%,99.97%,0.01%,
"Mirzapur, Uttar Pradesh",Ok,"Mirzapur, Uttar Pradesh, India",25.1336987,82.5644344,"locality, political",APPROXIMATE,India,Uttar Pradesh,"Rice, Wheat, Mustard, Pulses",0.18%,0.03%,99.80%,31.34%,59.50%,9.17%,1.28%,82.55%,16.17%,0.04%,99.90%,0.06%,
